Order ID,Product,Quantity Ordered, Price Each , PartialSum 
153734,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
153735,USB-C Charging Cable,1,$11.95 ,$11.95 
153736,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153737,Apple Airpods Headphones,1,$150.00 ,$150.00 
153738,USB-C Charging Cable,1,$11.95 ,$11.95 
153739,AA Batteries (4-pack),1,$3.84 ,$3.84 
153740,USB-C Charging Cable,1,$11.95 ,$11.95 
153741,USB-C Charging Cable,1,$11.95 ,$11.95 
153742,iPhone,1,$700.00 ,$700.00 
153743,Wired Headphones,1,$11.99 ,$11.99 
153744,Apple Airpods Headphones,1,$150.00 ,$150.00 
153745,Wired Headphones,1,$11.99 ,$11.99 
153746,AA Batteries (4-pack),2,$3.84 ,$7.68 
153747,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153748,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153748,USB-C Charging Cable,1,$11.95 ,$11.95 
153749,AA Batteries (4-pack),4,$3.84 ,$15.36 
153750,USB-C Charging Cable,1,$11.95 ,$11.95 
153751,AAA Batteries (4-pack),2,$2.99 ,$5.98 
153752,AA Batteries (4-pack),1,$3.84 ,$3.84 
153753,AAA Batteries (4-pack),2,$2.99 ,$5.98 
153754,AA Batteries (4-pack),1,$3.84 ,$3.84 
153755,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153756,27in FHD Monitor,1,$149.99 ,$149.99 
153757,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153758,AA Batteries (4-pack),1,$3.84 ,$3.84 
153759,Flatscreen TV,1,$300.00 ,$300.00 
153760,iPhone,1,$700.00 ,$700.00 
153760,Wired Headphones,1,$11.99 ,$11.99 
153761,34in Ultrawide Monitor,1,$379.99 ,$379.99 
153762,AA Batteries (4-pack),1,$3.84 ,$3.84 
153763,Wired Headphones,1,$11.99 ,$11.99 
153764,Lightning Charging Cable,1,$14.95 ,$14.95 
153765,27in FHD Monitor,1,$149.99 ,$149.99 
153766,Google Phone,1,$600.00 ,$600.00 
153767,USB-C Charging Cable,1,$11.95 ,$11.95 
153768,AA Batteries (4-pack),1,$3.84 ,$3.84 
153769,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153770,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153771,Apple Airpods Headphones,1,$150.00 ,$150.00 
153772,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
153773,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153774,Lightning Charging Cable,1,$14.95 ,$14.95 
153775,AA Batteries (4-pack),1,$3.84 ,$3.84 
153776,Vareebadd Phone,1,$400.00 ,$400.00 
153777,Lightning Charging Cable,1,$14.95 ,$14.95 
153778,Apple Airpods Headphones,1,$150.00 ,$150.00 
153779,Apple Airpods Headphones,1,$150.00 ,$150.00 
153780,ThinkPad Laptop,1,$999.99 ,$999.99 
153781,Wired Headphones,2,$11.99 ,$23.98 
153782,Wired Headphones,1,$11.99 ,$11.99 
153783,Vareebadd Phone,1,$400.00 ,$400.00 
153784,USB-C Charging Cable,1,$11.95 ,$11.95 
153785,20in Monitor,1,$109.99 ,$109.99 
153786,AA Batteries (4-pack),1,$3.84 ,$3.84 
153787,USB-C Charging Cable,1,$11.95 ,$11.95 
153788,Lightning Charging Cable,1,$14.95 ,$14.95 
153789,Lightning Charging Cable,2,$14.95 ,$29.90 
153790,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153791,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153792,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153793,USB-C Charging Cable,1,$11.95 ,$11.95 
153794,AAA Batteries (4-pack),3,$2.99 ,$8.97 
153795,Lightning Charging Cable,1,$14.95 ,$14.95 
153796,ThinkPad Laptop,1,$999.99 ,$999.99 
153797,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153798,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
153799,USB-C Charging Cable,1,$11.95 ,$11.95 
153800,AA Batteries (4-pack),1,$3.84 ,$3.84 
153801,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153802,Lightning Charging Cable,1,$14.95 ,$14.95 
153803,34in Ultrawide Monitor,1,$379.99 ,$379.99 
153804,34in Ultrawide Monitor,1,$379.99 ,$379.99 
153805,34in Ultrawide Monitor,1,$379.99 ,$379.99 
153806,AA Batteries (4-pack),1,$3.84 ,$3.84 
153807,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153808,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153809,Lightning Charging Cable,1,$14.95 ,$14.95 
153810,Apple Airpods Headphones,1,$150.00 ,$150.00 
153811,USB-C Charging Cable,1,$11.95 ,$11.95 
153812,ThinkPad Laptop,1,$999.99 ,$999.99 
153813,USB-C Charging Cable,1,$11.95 ,$11.95 
153814,Apple Airpods Headphones,1,$150.00 ,$150.00 
153814,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153815,Apple Airpods Headphones,1,$150.00 ,$150.00 
153816,AA Batteries (4-pack),1,$3.84 ,$3.84 
153817,AA Batteries (4-pack),1,$3.84 ,$3.84 
153818,Wired Headphones,1,$11.99 ,$11.99 
153819,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153820,AA Batteries (4-pack),2,$3.84 ,$7.68 
153821,Lightning Charging Cable,1,$14.95 ,$14.95 
153822,AA Batteries (4-pack),1,$3.84 ,$3.84 
153823,AA Batteries (4-pack),2,$3.84 ,$7.68 
153824,Lightning Charging Cable,1,$14.95 ,$14.95 
153825,20in Monitor,1,$109.99 ,$109.99 
153826,Apple Airpods Headphones,1,$150.00 ,$150.00 
153827,USB-C Charging Cable,1,$11.95 ,$11.95 
153828,AA Batteries (4-pack),1,$3.84 ,$3.84 
153829,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153830,iPhone,1,$700.00 ,$700.00 
153831,Lightning Charging Cable,1,$14.95 ,$14.95 
153832,iPhone,1,$700.00 ,$700.00 
153833,27in FHD Monitor,1,$149.99 ,$149.99 
153834,Lightning Charging Cable,1,$14.95 ,$14.95 
153835,AA Batteries (4-pack),1,$3.84 ,$3.84 
153836,AA Batteries (4-pack),2,$3.84 ,$7.68 
153837,AA Batteries (4-pack),1,$3.84 ,$3.84 
153838,27in FHD Monitor,1,$149.99 ,$149.99 
153839,USB-C Charging Cable,1,$11.95 ,$11.95 
153840,20in Monitor,1,$109.99 ,$109.99 
153841,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153842,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153843,Lightning Charging Cable,1,$14.95 ,$14.95 
153844,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153845,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153846,Wired Headphones,1,$11.99 ,$11.99 
153846,Lightning Charging Cable,1,$14.95 ,$14.95 
153847,Lightning Charging Cable,1,$14.95 ,$14.95 
153848,AA Batteries (4-pack),1,$3.84 ,$3.84 
153849,Apple Airpods Headphones,1,$150.00 ,$150.00 
153850,Apple Airpods Headphones,1,$150.00 ,$150.00 
153850,Lightning Charging Cable,1,$14.95 ,$14.95 
153851,Lightning Charging Cable,1,$14.95 ,$14.95 
153852,27in FHD Monitor,1,$149.99 ,$149.99 
153853,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153854,USB-C Charging Cable,1,$11.95 ,$11.95 
153855,34in Ultrawide Monitor,1,$379.99 ,$379.99 
153856,27in FHD Monitor,1,$149.99 ,$149.99 
153857,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153858,Lightning Charging Cable,1,$14.95 ,$14.95 
153859,27in FHD Monitor,1,$149.99 ,$149.99 
153860,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153861,iPhone,1,$700.00 ,$700.00 
153862,AAA Batteries (4-pack),2,$2.99 ,$5.98 
153863,AA Batteries (4-pack),1,$3.84 ,$3.84 
153864,Lightning Charging Cable,1,$14.95 ,$14.95 
153865,AAA Batteries (4-pack),2,$2.99 ,$5.98 
153866,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153867,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153868,Flatscreen TV,1,$300.00 ,$300.00 
153869,ThinkPad Laptop,1,$999.99 ,$999.99 
153870,iPhone,1,$700.00 ,$700.00 
153871,AAA Batteries (4-pack),2,$2.99 ,$5.98 
153872,Wired Headphones,1,$11.99 ,$11.99 
153873,USB-C Charging Cable,1,$11.95 ,$11.95 
153874,Lightning Charging Cable,1,$14.95 ,$14.95 
153875,USB-C Charging Cable,1,$11.95 ,$11.95 
153876,Apple Airpods Headphones,1,$150.00 ,$150.00 
153877,Apple Airpods Headphones,1,$150.00 ,$150.00 
153878,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153879,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153880,Lightning Charging Cable,1,$14.95 ,$14.95 
153881,AA Batteries (4-pack),1,$3.84 ,$3.84 
153882,Wired Headphones,1,$11.99 ,$11.99 
153883,Apple Airpods Headphones,1,$150.00 ,$150.00 
153884,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153885,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153886,AA Batteries (4-pack),1,$3.84 ,$3.84 
153887,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153888,ThinkPad Laptop,1,$999.99 ,$999.99 
153889,20in Monitor,1,$109.99 ,$109.99 
153890,AAA Batteries (4-pack),2,$2.99 ,$5.98 
153891,iPhone,1,$700.00 ,$700.00 
153892,AA Batteries (4-pack),1,$3.84 ,$3.84 
153893,Wired Headphones,1,$11.99 ,$11.99 
153894,USB-C Charging Cable,1,$11.95 ,$11.95 
153895,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153896,Lightning Charging Cable,1,$14.95 ,$14.95 
153897,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153898,Flatscreen TV,1,$300.00 ,$300.00 
153899,AA Batteries (4-pack),1,$3.84 ,$3.84 
153900,iPhone,1,$700.00 ,$700.00 
153901,AA Batteries (4-pack),1,$3.84 ,$3.84 
153902,USB-C Charging Cable,2,$11.95 ,$23.90 
153903,Wired Headphones,1,$11.99 ,$11.99 
153904,AA Batteries (4-pack),2,$3.84 ,$7.68 
153905,Lightning Charging Cable,1,$14.95 ,$14.95 
153906,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153907,Lightning Charging Cable,1,$14.95 ,$14.95 
153908,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153909,USB-C Charging Cable,1,$11.95 ,$11.95 
153910,Apple Airpods Headphones,1,$150.00 ,$150.00 
153911,Lightning Charging Cable,1,$14.95 ,$14.95 
153912,34in Ultrawide Monitor,1,$379.99 ,$379.99 
153913,Apple Airpods Headphones,1,$150.00 ,$150.00 
153914,AA Batteries (4-pack),1,$3.84 ,$3.84 
153915,27in FHD Monitor,1,$149.99 ,$149.99 
153916,AA Batteries (4-pack),1,$3.84 ,$3.84 
153917,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153918,USB-C Charging Cable,1,$11.95 ,$11.95 
153919,27in FHD Monitor,1,$149.99 ,$149.99 
153920,USB-C Charging Cable,1,$11.95 ,$11.95 
153921,Apple Airpods Headphones,1,$150.00 ,$150.00 
153922,Lightning Charging Cable,1,$14.95 ,$14.95 
153923,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153924,USB-C Charging Cable,1,$11.95 ,$11.95 
153925,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153926,34in Ultrawide Monitor,1,$379.99 ,$379.99 
153927,Google Phone,1,$600.00 ,$600.00 
153928,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153929,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153930,Apple Airpods Headphones,1,$150.00 ,$150.00 
153931,USB-C Charging Cable,1,$11.95 ,$11.95 
153932,Vareebadd Phone,1,$400.00 ,$400.00 
153933,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153934,Wired Headphones,1,$11.99 ,$11.99 
153935,AAA Batteries (4-pack),4,$2.99 ,$11.96 
153936,Google Phone,1,$600.00 ,$600.00 
153936,USB-C Charging Cable,1,$11.95 ,$11.95 
153937,Vareebadd Phone,1,$400.00 ,$400.00 
153938,Wired Headphones,1,$11.99 ,$11.99 
153939,Wired Headphones,1,$11.99 ,$11.99 
153940,USB-C Charging Cable,1,$11.95 ,$11.95 
153941,AA Batteries (4-pack),2,$3.84 ,$7.68 
153942,USB-C Charging Cable,1,$11.95 ,$11.95 
153943,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
153944,Flatscreen TV,1,$300.00 ,$300.00 
153945,AA Batteries (4-pack),1,$3.84 ,$3.84 
153946,Apple Airpods Headphones,1,$150.00 ,$150.00 
153947,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153948,27in FHD Monitor,1,$149.99 ,$149.99 
153949,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
153950,iPhone,1,$700.00 ,$700.00 
153951,Bose SoundSport Headphones,2,$99.99 ,$199.98 
153952,AAA Batteries (4-pack),3,$2.99 ,$8.97 
153953,Apple Airpods Headphones,1,$150.00 ,$150.00 
153954,27in FHD Monitor,1,$149.99 ,$149.99 
153955,Lightning Charging Cable,1,$14.95 ,$14.95 
153956,Google Phone,1,$600.00 ,$600.00 
153956,USB-C Charging Cable,1,$11.95 ,$11.95 
153956,Wired Headphones,1,$11.99 ,$11.99 
153957,Lightning Charging Cable,2,$14.95 ,$29.90 
153958,Wired Headphones,1,$11.99 ,$11.99 
153959,Lightning Charging Cable,1,$14.95 ,$14.95 
153960,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153961,Lightning Charging Cable,1,$14.95 ,$14.95 
153962,USB-C Charging Cable,2,$11.95 ,$23.90 
153963,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153964,Lightning Charging Cable,1,$14.95 ,$14.95 
153965,Apple Airpods Headphones,1,$150.00 ,$150.00 
153966,iPhone,1,$700.00 ,$700.00 
153966,Wired Headphones,1,$11.99 ,$11.99 
153967,iPhone,1,$700.00 ,$700.00 
153968,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153969,Lightning Charging Cable,1,$14.95 ,$14.95 
153970,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153971,USB-C Charging Cable,1,$11.95 ,$11.95 
153972,Vareebadd Phone,1,$400.00 ,$400.00 
153973,Apple Airpods Headphones,1,$150.00 ,$150.00 
153974,Wired Headphones,1,$11.99 ,$11.99 
153975,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153976,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
153977,Apple Airpods Headphones,1,$150.00 ,$150.00 
153978,AAA Batteries (4-pack),1,$2.99 ,$2.99 
153979,AA Batteries (4-pack),2,$3.84 ,$7.68 
153980,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153981,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153982,iPhone,1,$700.00 ,$700.00 
153983,AA Batteries (4-pack),1,$3.84 ,$3.84 
153984,AA Batteries (4-pack),1,$3.84 ,$3.84 
153985,Google Phone,1,$600.00 ,$600.00 
153986,USB-C Charging Cable,1,$11.95 ,$11.95 
153987,Apple Airpods Headphones,1,$150.00 ,$150.00 
153988,Lightning Charging Cable,1,$14.95 ,$14.95 
153989,AA Batteries (4-pack),3,$3.84 ,$11.52 
153990,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
153991,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
153992,Bose SoundSport Headphones,1,$99.99 ,$99.99 
153993,20in Monitor,1,$109.99 ,$109.99 
153994,Lightning Charging Cable,1,$14.95 ,$14.95 
153995,USB-C Charging Cable,1,$11.95 ,$11.95 
153996,Apple Airpods Headphones,1,$150.00 ,$150.00 
153997,Apple Airpods Headphones,1,$150.00 ,$150.00 
153998,27in FHD Monitor,1,$149.99 ,$149.99 
153999,AA Batteries (4-pack),1,$3.84 ,$3.84 
154000,34in Ultrawide Monitor,1,$379.99 ,$379.99 
154001,USB-C Charging Cable,1,$11.95 ,$11.95 
154002,USB-C Charging Cable,1,$11.95 ,$11.95 
154003,AA Batteries (4-pack),1,$3.84 ,$3.84 
154004,34in Ultrawide Monitor,1,$379.99 ,$379.99 
154005,34in Ultrawide Monitor,1,$379.99 ,$379.99 
154006,Apple Airpods Headphones,1,$150.00 ,$150.00 
154007,Lightning Charging Cable,1,$14.95 ,$14.95 
154007,Google Phone,1,$600.00 ,$600.00 
154008,LG Dryer,1,$600.00 ,$600.00 
154009,Wired Headphones,1,$11.99 ,$11.99 
154010,Apple Airpods Headphones,1,$150.00 ,$150.00 
154011,Vareebadd Phone,1,$400.00 ,$400.00 
154012,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154012,Google Phone,1,$600.00 ,$600.00 
154013,USB-C Charging Cable,1,$11.95 ,$11.95 
154014,AA Batteries (4-pack),2,$3.84 ,$7.68 
154015,AA Batteries (4-pack),1,$3.84 ,$3.84 
154016,ThinkPad Laptop,1,$999.99 ,$999.99 
154017,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154018,Apple Airpods Headphones,1,$150.00 ,$150.00 
154019,Google Phone,1,$600.00 ,$600.00 
154019,USB-C Charging Cable,1,$11.95 ,$11.95 
154019,Wired Headphones,1,$11.99 ,$11.99 
154020,AA Batteries (4-pack),1,$3.84 ,$3.84 
154021,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154022,iPhone,1,$700.00 ,$700.00 
154022,Lightning Charging Cable,1,$14.95 ,$14.95 
154023,Apple Airpods Headphones,1,$150.00 ,$150.00 
154024,AAA Batteries (4-pack),2,$2.99 ,$5.98 
154025,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154026,USB-C Charging Cable,1,$11.95 ,$11.95 
154027,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154028,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154028,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
154029,AA Batteries (4-pack),1,$3.84 ,$3.84 
154030,USB-C Charging Cable,1,$11.95 ,$11.95 
154031,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154032,20in Monitor,1,$109.99 ,$109.99 
154033,27in FHD Monitor,1,$149.99 ,$149.99 
154034,Lightning Charging Cable,1,$14.95 ,$14.95 
154035,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154036,Lightning Charging Cable,1,$14.95 ,$14.95 
154037,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
154038,USB-C Charging Cable,1,$11.95 ,$11.95 
154039,AA Batteries (4-pack),2,$3.84 ,$7.68 
154040,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154041,Apple Airpods Headphones,1,$150.00 ,$150.00 
154042,AA Batteries (4-pack),1,$3.84 ,$3.84 
154043,Lightning Charging Cable,2,$14.95 ,$29.90 
154044,Apple Airpods Headphones,1,$150.00 ,$150.00 
154045,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154046,USB-C Charging Cable,1,$11.95 ,$11.95 
154047,Apple Airpods Headphones,1,$150.00 ,$150.00 
154048,Apple Airpods Headphones,1,$150.00 ,$150.00 
154049,Wired Headphones,1,$11.99 ,$11.99 
154050,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
154051,AAA Batteries (4-pack),3,$2.99 ,$8.97 
154052,AA Batteries (4-pack),1,$3.84 ,$3.84 
154053,USB-C Charging Cable,1,$11.95 ,$11.95 
154054,ThinkPad Laptop,1,$999.99 ,$999.99 
154055,Apple Airpods Headphones,1,$150.00 ,$150.00 
154056,Lightning Charging Cable,1,$14.95 ,$14.95 
154057,Lightning Charging Cable,1,$14.95 ,$14.95 
154058,USB-C Charging Cable,1,$11.95 ,$11.95 
154059,Lightning Charging Cable,1,$14.95 ,$14.95 
154060,Lightning Charging Cable,1,$14.95 ,$14.95 
154061,AA Batteries (4-pack),1,$3.84 ,$3.84 
154062,Google Phone,1,$600.00 ,$600.00 
154062,USB-C Charging Cable,1,$11.95 ,$11.95 
154063,27in FHD Monitor,1,$149.99 ,$149.99 
154063,Lightning Charging Cable,1,$14.95 ,$14.95 
154064,Apple Airpods Headphones,1,$150.00 ,$150.00 
154065,USB-C Charging Cable,1,$11.95 ,$11.95 
154066,Lightning Charging Cable,1,$14.95 ,$14.95 
154067,AA Batteries (4-pack),1,$3.84 ,$3.84 
154068,AA Batteries (4-pack),1,$3.84 ,$3.84 
154069,Wired Headphones,1,$11.99 ,$11.99 
154070,USB-C Charging Cable,1,$11.95 ,$11.95 
154071,27in FHD Monitor,1,$149.99 ,$149.99 
154072,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154073,20in Monitor,1,$109.99 ,$109.99 
154074,AAA Batteries (4-pack),2,$2.99 ,$5.98 
154075,Flatscreen TV,1,$300.00 ,$300.00 
154076,AA Batteries (4-pack),1,$3.84 ,$3.84 
154077,Wired Headphones,1,$11.99 ,$11.99 
154078,Wired Headphones,1,$11.99 ,$11.99 
154079,Google Phone,1,$600.00 ,$600.00 
154079,USB-C Charging Cable,1,$11.95 ,$11.95 
154080,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154081,AAA Batteries (4-pack),2,$2.99 ,$5.98 
154082,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154083,Flatscreen TV,1,$300.00 ,$300.00 
154084,Apple Airpods Headphones,1,$150.00 ,$150.00 
154085,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154086,LG Dryer,1,$600.00 ,$600.00 
154087,Apple Airpods Headphones,1,$150.00 ,$150.00 
154088,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154089,iPhone,1,$700.00 ,$700.00 
154089,Lightning Charging Cable,1,$14.95 ,$14.95 
154090,Vareebadd Phone,1,$400.00 ,$400.00 
154091,27in FHD Monitor,1,$149.99 ,$149.99 
154092,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
154093,Lightning Charging Cable,1,$14.95 ,$14.95 
154094,Google Phone,1,$600.00 ,$600.00 
154095,Flatscreen TV,1,$300.00 ,$300.00 
154096,AA Batteries (4-pack),1,$3.84 ,$3.84 
154097,20in Monitor,1,$109.99 ,$109.99 
154098,Lightning Charging Cable,1,$14.95 ,$14.95 
154099,USB-C Charging Cable,1,$11.95 ,$11.95 
154100,AA Batteries (4-pack),1,$3.84 ,$3.84 
154101,iPhone,1,$700.00 ,$700.00 
154101,Lightning Charging Cable,1,$14.95 ,$14.95 
154102,AA Batteries (4-pack),2,$3.84 ,$7.68 
154103,Wired Headphones,2,$11.99 ,$23.98 
154104,AA Batteries (4-pack),1,$3.84 ,$3.84 
154105,USB-C Charging Cable,1,$11.95 ,$11.95 
154106,Lightning Charging Cable,1,$14.95 ,$14.95 
154107,Flatscreen TV,1,$300.00 ,$300.00 
154108,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154109,Wired Headphones,2,$11.99 ,$23.98 
154110,USB-C Charging Cable,1,$11.95 ,$11.95 
154111,iPhone,1,$700.00 ,$700.00 
154112,USB-C Charging Cable,1,$11.95 ,$11.95 
154113,Google Phone,1,$600.00 ,$600.00 
154114,USB-C Charging Cable,1,$11.95 ,$11.95 
154115,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154116,USB-C Charging Cable,1,$11.95 ,$11.95 
154117,Wired Headphones,1,$11.99 ,$11.99 
154118,AAA Batteries (4-pack),2,$2.99 ,$5.98 
154119,Lightning Charging Cable,1,$14.95 ,$14.95 
154120,AAA Batteries (4-pack),2,$2.99 ,$5.98 
154121,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154122,Lightning Charging Cable,1,$14.95 ,$14.95 
154123,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154124,Lightning Charging Cable,1,$14.95 ,$14.95 
154125,ThinkPad Laptop,1,$999.99 ,$999.99 
154126,iPhone,1,$700.00 ,$700.00 
154126,Lightning Charging Cable,1,$14.95 ,$14.95 
154127,AAA Batteries (4-pack),3,$2.99 ,$8.97 
154128,Wired Headphones,1,$11.99 ,$11.99 
154129,34in Ultrawide Monitor,1,$379.99 ,$379.99 
154130,Flatscreen TV,1,$300.00 ,$300.00 
154131,AAA Batteries (4-pack),3,$2.99 ,$8.97 
154132,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154133,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154134,Google Phone,1,$600.00 ,$600.00 
154134,Wired Headphones,1,$11.99 ,$11.99 
154135,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154136,AA Batteries (4-pack),2,$3.84 ,$7.68 
154137,Lightning Charging Cable,1,$14.95 ,$14.95 
154138,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154139,iPhone,1,$700.00 ,$700.00 
154140,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154141,Lightning Charging Cable,1,$14.95 ,$14.95 
154142,USB-C Charging Cable,1,$11.95 ,$11.95 
154143,iPhone,1,$700.00 ,$700.00 
154144,AA Batteries (4-pack),1,$3.84 ,$3.84 
154145,Wired Headphones,1,$11.99 ,$11.99 
154146,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154147,Apple Airpods Headphones,1,$150.00 ,$150.00 
154148,27in FHD Monitor,1,$149.99 ,$149.99 
154149,Lightning Charging Cable,1,$14.95 ,$14.95 
154150,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154151,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154152,USB-C Charging Cable,1,$11.95 ,$11.95 
154153,Lightning Charging Cable,1,$14.95 ,$14.95 
154154,AAA Batteries (4-pack),2,$2.99 ,$5.98 
154155,USB-C Charging Cable,1,$11.95 ,$11.95 
154156,27in FHD Monitor,1,$149.99 ,$149.99 
154157,Lightning Charging Cable,1,$14.95 ,$14.95 
154158,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154159,Lightning Charging Cable,1,$14.95 ,$14.95 
154160,Lightning Charging Cable,1,$14.95 ,$14.95 
154161,AAA Batteries (4-pack),1,$2.99 ,$2.99 
154162,USB-C Charging Cable,1,$11.95 ,$11.95 
154163,27in FHD Monitor,1,$149.99 ,$149.99 
154164,27in FHD Monitor,1,$149.99 ,$149.99 
154165,20in Monitor,1,$109.99 ,$109.99 
154166,USB-C Charging Cable,1,$11.95 ,$11.95 
154167,Lightning Charging Cable,1,$14.95 ,$14.95 
154168,Lightning Charging Cable,2,$14.95 ,$29.90 
154169,AAA Batteries (4-pack),2,$2.99 ,$5.98 
154170,ThinkPad Laptop,1,$999.99 ,$999.99 
154171,Lightning Charging Cable,1,$14.95 ,$14.95 
154172,AA Batteries (4-pack),1,$3.84 ,$3.84 
154173,20in Monitor,1,$109.99 ,$109.99 
154174,USB-C Charging Cable,1,$11.95 ,$11.95 
154175,Lightning Charging Cable,1,$14.95 ,$14.95 
154176,Wired Headphones,2,$11.99 ,$23.98 
154177,Wired Headphones,1,$11.99 ,$11.99 
154178,Lightning Charging Cable,1,$14.95 ,$14.95 
154179,27in FHD Monitor,1,$149.99 ,$149.99 
154180,Wired Headphones,1,$11.99 ,$11.99 
154181,Wired Headphones,2,$11.99 ,$23.98 
154181,Bose SoundSport Headphones,1,$99.99 ,$99.99 
154182,AA Batteries (4-pack),1,$3.84 ,$3.84 
154183,AA Batteries (4-pack),1,$3.84 ,$3.84 
154184,Lightning Charging Cable,1,$14.95 ,$14.95 
154185,Flatscreen TV,1,$300.00 ,$300.00 
154186,iPhone,1,$700.00 ,$700.00 
154187,34in Ultrawide Monitor,1,$379.99 ,$379.99 
154188,20in Monitor,1,$109.99 ,$109.99 
154189,Google Phone,1,$600.00 ,$600.00 
154190,Vareebadd Phone,1,$400.00 ,$400.00 
